loan_id,customer_id,risk_state,remaining_months,within_term_default_prob
LN547097,ANON_A83FB25380,Default,54,0.9234644704216147
LN547341,ANON_1CCB863410,Default,3,0.9921026897455488
LN547538,ANON_E95D67FBF9,Low,1,0.0028890378348394
LN548595,ANON_C875990429,Low,3,0.011273906495891599
LN549014,ANON_156F9D4521,Low,3,0.011273906495891599
LN549076,ANON_D66D6629D2,Low,98,0.5952339009814149
LN549269,ANON_80F1DBAB88,Low,41,0.4570901297023434
LN549532,ANON_B5F9A46EB4,Low,3,0.011273906495891599
LN549840,ANON_2BC1857412,Low,29,0.3378776778620316
LN549991,ANON_DDD145F829,Low,1,0.0028890378348394
LN550949,ANON_9A805B018D,Default,36,0.9397635763027908
LN550968,ANON_E19FD351E3,Low,20,0.22782267747708296
LN550975,ANON_B99747546B,Low,1,0.0028890378348394
LN551149,ANON_3B46BF5427,Default,3,0.9921026897455488
LN551211,ANON_B228A4C641,Default,1,0.9972478549457664
LN551860,ANON_AA69B227B5,Low,54,0.5572448366299143
LN551875,ANON_5A452A1701,Low,57,0.5768208442155516
LN552035,ANON_938FFFD836,Low,44,0.48261478282237746
LN552604,ANON_11C8C7A453,Low,35,0.40111029526666103
LN552767,ANON_F739ECD10C,Low,1,0.0028890378348394
LN553074,ANON_8E0D783856,Default,50,0.9265873926750245
LN553086,ANON_F840EC0CAE,Default,32,0.9442738007305771
LN553190,ANON_676A99B794,Low,2,0.006286475436421475
LN553196,ANON_442889528A,Medium,3,0.061530112323623994
LN553495,ANON_8100C71D69,Default,56,0.9219960799497464
LN554882,ANON_6B482CCE8E,Default,43,0.9327054611633632
LN554912,ANON_387F38E811,Low,24,0.2790708723281113
LN555018,ANON_36B1AB8C6B,Low,54,0.5572448366299143
LN555036,ANON_44BAAD6467,Low,3,0.011273906495891599
LN555099,ANON_8AAFD36C6E,Default,29,0.9479070606754594
LN555138,ANON_9463AF48C4,Low,2,0.006286475436421475
LN555220,ANON_3BAB1C02B9,Low,3,0.011273906495891599
LN555313,ANON_E79F2852F5,Low,91,0.5952339009814149
LN555462,ANON_AD13F73C63,Low,1,0.0028890378348394
LN555468,ANON_62AF1B9C00,Low,17,0.1870458813973239
LN555657,ANON_B1C7D6BC48,Low,1,0.0028890378348394
LN556137,ANON_160E9A2CF6,Default,6,0.98520191696147
LN556953,ANON_867515DBEE,Default,11,0.9752378190739214
LN557118,ANON_6601369574,Low,6,0.03703699384079466
LN558109,ANON_8BEBF6CD6E,Default,1,0.9972478549457664
LN558250,ANON_E7AB8B0EA8,Low,2,0.006286475436421475
LN558360,ANON_750BA0D562,Low,3,0.011273906495891599
LN558415,ANON_19A936C2E9,Low,1,0.0028890378348394
LN558855,ANON_522ED65A85,Default,12,0.9734121430924614
LN558927,ANON_45A6313A74,Default,1,0.9972478549457664
LN558981,ANON_E49FF922FA,Low,3,0.011273906495891599
LN559180,ANON_2962405638,Default,1,0.9972478549457664
LN559304,ANON_6DE0C86DAD,Low,2,0.006286475436421475
LN559904,ANON_0FDEBB2C14,Low,36,0.410921542526733
LN560524,ANON_3BF9174159,Low,18,0.20084227888556092
LN560905,ANON_EC07BE4A09,Default,3,0.9921026897455488
LN561112,ANON_43E66AA964,Default,27,0.9504563336493085
LN561535,ANON_3B9D174B76,Default,1,0.9972478549457664
LN561561,ANON_1C104B6CB0,Low,12,0.11608902902343224
LN561972,ANON_31D701CCA7,Low,2,0.006286475436421475
LN562380,ANON_BFD63C145C,Low,48,0.5143056888728583
LN562484,ANON_D9E62EBBE2,Low,20,0.22782267747708296
LN562571,ANON_AE1BD976AB,Default,1,0.9972478549457664
LN562683,ANON_68A0C5BC2D,Low,1,0.0028890378348394
LN562691,ANON_70D07F3733,Low,3,0.011273906495891599
LN562812,ANON_F0DFCD405E,Low,1,0.0028890378348394
LN562879,ANON_71A116E70D,Medium,2,0.02639003657589597
LN563020,ANON_BE0BA05B58,Low,1,0.0028890378348394
LN563105,ANON_9DE5C06F0E,Low,1,0.0028890378348394
LN563143,ANON_8E417F086F,Low,28,0.3265761787587599
LN563367,ANON_C9A2E0D27B,Low,12,0.11608902902343224
LN563378,ANON_D812185F3E,Low,50,0.5292069015765977
LN563729,ANON_B49AE0B16D,Low,41,0.4570901297023434
LN564094,ANON_2AA67702C6,Medium,1,0.0009437919463087
LN564116,ANON_C65CEA59E4,Low,14,0.14470111759293655
LN564523,ANON_86131EDE06,Default,3,0.9921026897455488
LN564904,ANON_1D9E981F0C,Low,2,0.006286475436421475
LN565049,ANON_071DF37942,Low,41,0.4570901297023434
LN565153,ANON_68DC374D34,Low,12,0.11608902902343224
LN565275,ANON_0D0A57354E,Medium,4,0.09878942318819027
LN565330,ANON_C9A2E0D27B,Medium,12,0.3026010809100447
LN565471,ANON_5B949FAA91,Low,30,0.34895518610460524
LN565519,ANON_06E5E8D3A2,Medium,1,0.0009437919463087
LN565609,ANON_A831B1255A,Default,3,0.9921026897455488
LN565765,ANON_683A2F4D9C,Low,36,0.410921542526733
LN565856,ANON_93CC8F2E1B,Low,2,0.006286475436421475
LN566162,ANON_9BF2256B1E,Default,1,0.9972478549457664
LN566388,ANON_AE78EFAA77,Default,3,0.9921026897455488
LN566670,ANON_8158A05C3D,Low,17,0.1870458813973239
LN566698,ANON_15213CC1BD,Low,51,0.5364324578189503
LN566792,ANON_36A4323F1E,Default,21,0.9587662337966645
LN566885,ANON_D296406A02,Default,58,0.9205864376966835
LN567310,ANON_3D17BA1A08,Low,1,0.0028890378348394
LN567316,ANON_41F6647F06,Default,28,0.9491686206646659
LN567423,ANON_C7BBEEA15F,Low,28,0.3265761787587599
LN567796,ANON_C0E1CE3C62,Low,1,0.0028890378348394
LN567830,ANON_E29F5AB509,Low,12,0.11608902902343224
LN568563,ANON_BCAD88118C,Low,3,0.011273906495891599
LN568657,ANON_0790D30B43,Default,236,0.9192331931093587
LN569025,ANON_736CD7347E,Low,3,0.011273906495891599
LN569226,ANON_6D937122B8,Low,35,0.40111029526666103
LN569329,ANON_DD75390962,Low,56,0.5704282589702666
LN569814,ANON_FC7FAA3C50,Low,3,0.011273906495891599
LN570146,ANON_C64558B726,Default,40,0.9356072914808535
LN570295,ANON_FA5C56EB98,Low,2,0.006286475436421475
LN570577,ANON_14B6EB8ED4,Low,3,0.011273906495891599
LN570755,ANON_2A466C40F9,Low,57,0.5768208442155516
LN570892,ANON_98141E064A,Low,3,0.011273906495891599
LN571076,ANON_EABDC7BBBA,Default,54,0.9234644704216147
LN571214,ANON_4CE8A01654,Low,76,0.5952339009814149
LN571335,ANON_E5A5380ECE,Low,61,0.5952339009814149
LN571449,ANON_34CF51F147,Default,23,0.9558806942147672
LN571449,ANON_CF0F812D8B,Default,1,0.9972478549457664
LN571479,ANON_7BCA8BC373,Low,48,0.5143056888728583
LN571497,ANON_F94C1FBD35,Low,2,0.006286475436421475
LN571577,ANON_ADABA07087,Default,1,0.9972478549457664
LN571690,ANON_B1ADFDFD05,Default,3,0.9921026897455488
LN571818,ANON_503C8EE8D9,Low,10,0.0878451509882079
LN571831,ANON_D1D15FA2F0,Low,1,0.0028890378348394
LN571967,ANON_CEBBD3B480,Low,1,0.0028890378348394
LN572209,ANON_23D676A4A6,Low,12,0.11608902902343224
LN572409,ANON_5DEF4A6A2E,Low,44,0.48261478282237746
LN572853,ANON_AF7BF6DFA1,Low,15,0.15894284476988715
LN573181,ANON_C303650317,Default,3,0.9921026897455488
LN573483,ANON_C755F021F8,Default,42,0.933653055602778
LN574308,ANON_AD96FA4255,Default,32,0.9442738007305771
LN574429,ANON_2FF7B9C4BF,Low,1,0.0028890378348394
LN574541,ANON_973872036D,Low,2,0.006286475436421475
LN574554,ANON_D53B04AC4E,Default,2,0.9946150174416826
LN575017,ANON_64293E4165,Default,3,0.9921026897455488
LN575452,ANON_C59D213140,Low,1,0.0028890378348394
LN575455,ANON_D4204E5D41,Low,1,0.0028890378348394
LN575913,ANON_2FEA0C9233,Low,3,0.011273906495891599
LN575973,ANON_203E92A25F,Default,30,0.9466710949361116
LN575999,ANON_93C9C1B8E9,Low,2,0.006286475436421475
LN576406,ANON_9F82E74EE6,Low,55,0.5639038291832629
LN576489,ANON_FCC33D74AC,High,3,0.4786189189371133
LN576881,ANON_D9F4A8B6D7,Low,2,0.006286475436421475
LN576882,ANON_762BB8AB9D,Medium,3,0.061530112323623994
LN576916,ANON_8A5B160D01,Low,2,0.006286475436421475
LN576919,ANON_88B128A76A,Low,58,0.5830842484608539
LN577126,ANON_C44651F7C1,Low,1,0.0028890378348394
LN577367,ANON_64D256BA75,Low,26,0.3032884825048455
LN577373,ANON_42D7410FF5,Low,10,0.0878451509882079
LN577461,ANON_57C0B600C5,Low,1,0.0028890378348394
LN577538,ANON_06D50FEAD0,Medium,3,0.061530112323623994
LN577565,ANON_2AAFD4FBE0,Default,27,0.9504563336493085
LN578283,ANON_9C6F15EC0A,Low,47,0.5066238346242291
LN578512,ANON_C838697163,Low,2,0.006286475436421475
LN578680,ANON_A9A4E7018C,Low,41,0.4570901297023434
LN578710,ANON_31D181DEEE,Low,2,0.006286475436421475
LN578773,ANON_D0AF9E3C40,Low,40,0.4482288819192077
LN579104,ANON_3D22128EC2,Low,1,0.0028890378348394
LN579237,ANON_B3C21DDF39,Low,1,0.0028890378348394
LN580024,ANON_19AE2D4D62,Low,48,0.5143056888728583
LN580408,ANON_1BF0C04F9E,Medium,1,0.0009437919463087
LN580451,ANON_B18AB4895E,Default,15,0.9681972961855233
LN580750,ANON_3003AB3EAF,Low,1,0.0028890378348394
LN580967,ANON_8E6C08E1F5,Default,55,0.9227227809660739
LN581069,ANON_9E5AFFB843,Low,3,0.011273906495891599
LN581079,ANON_7300CF386E,Medium,1,0.0009437919463087
LN581803,ANON_9573DFF490,Low,5,0.026814805757819263
LN581934,ANON_C3A145085F,Low,2,0.006286475436421475
LN582387,ANON_DC9CB70D5F,Low,12,0.11608902902343224
LN582542,ANON_8E05DCD0E7,Low,3,0.011273906495891599
LN582587,ANON_C0D2DDCAE4,Default,1,0.9972478549457664
LN583046,ANON_EB21AD923A,Low,3,0.011273906495891599
LN583091,ANON_1525642D2C,Low,20,0.22782267747708296
LN583214,ANON_6F75D2D708,Default,60,0.9192331931093587
LN583317,ANON_242A2C0392,Default,231,0.9192331931093587
LN583323,ANON_B0D06D50E8,Default,36,0.9397635763027908
LN583581,ANON_C59586C96C,Low,10,0.0878451509882079
LN583961,ANON_2FCB50466C,Default,59,0.919902908883538
LN584162,ANON_F131BFD1C3,Default,3,0.9921026897455488
LN584231,ANON_38B627BF00,Low,45,0.49078166871151935
LN584279,ANON_F8523EC11D,Default,150,0.9192331931093587
LN584408,ANON_0CC395DE30,Default,1,0.9972478549457664
LN584598,ANON_F543315ED0,Low,12,0.11608902902343224
LN584651,ANON_D8C0073BFE,Default,3,0.9921026897455488
LN584756,ANON_CCD7054D31,Low,23,0.2666094319815929
LN584813,ANON_7C9F847290,Low,1,0.0028890378348394
LN584829,ANON_3CFB95B65E,Low,3,0.011273906495891599
LN585522,ANON_82C91DD681,Default,1,0.9972478549457664
LN585525,ANON_29DD1B60DC,Low,1,0.0028890378348394
LN585816,ANON_E71C6D81A6,Low,31,0.35981221129506036
LN585875,ANON_1CFFAA5326,Default,3,0.9921026897455488
LN585939,ANON_04B62C21EC,Default,8,0.9810269865696981
LN585951,ANON_B05560279C,Low,51,0.5364324578189503
LN586025,ANON_A53F8F9013,Low,3,0.011273906495891599
LN586407,ANON_F972CE8DC3,Low,4,0.018145183579736924
LN586763,ANON_4AD535E4B3,Low,17,0.1870458813973239
LN587081,ANON_1C47C60DFA,Low,48,0.5143056888728583
LN587230,ANON_390903D94C,Low,3,0.011273906495891599
LN587527,ANON_9831E89562,Default,3,0.9921026897455488
LN587548,ANON_A2D21697E7,Default,1,0.9972478549457664
LN587982,ANON_251EC6F5C7,Low,10,0.0878451509882079
LN588018,ANON_B2D9D85D4E,Low,3,0.011273906495891599
LN588135,ANON_C1119C34EF,Low,1,0.0028890378348394
LN588317,ANON_B9BEA9FD1C,Low,4,0.018145183579736924
LN588337,ANON_5268E1AAA7,Low,3,0.011273906495891599
LN588792,ANON_468DBF50F9,Low,60,0.5952339009814149
LN588814,ANON_400E21A4B5,Default,33,0.9431114387141902
LN588833,ANON_B0A57073ED,Low,1,0.0028890378348394
LN588878,ANON_B86D26FA0C,Default,3,0.9921026897455488
LN589149,ANON_9464DACFAB,Low,1,0.0028890378348394
LN589175,ANON_2E7126B4F3,Low,11,0.10186928211501414
LN589496,ANON_67CCFF9913,Low,3,0.011273906495891599
LN589977,ANON_0E9BC37494,Medium,42,0.5799505084325531
LN589987,ANON_D79DAB3FDA,Low,37,0.4205352137617737
LN590018,ANON_A69584ED4F,Low,2,0.006286475436421475
LN590062,ANON_CF6CDEEF96,Low,12,0.11608902902343224
LN590172,ANON_C69849D5BF,Low,55,0.5639038291832629
LN590199,ANON_B77F328192,Default,12,0.9734121430924614
LN590249,ANON_66D3CE32AE,Default,18,0.9633288028218724
LN591650,ANON_11286F8403,Default,3,0.9921026897455488
LN592126,ANON_CF55C76737,Default,1,0.9972478549457664
LN592534,ANON_7A62E1EDE5,Low,3,0.011273906495891599
LN593035,ANON_EDA0E2CE3F,Low,6,0.03703699384079466
LN593153,ANON_0A9A36765E,High,12,0.7494020147697881
LN593660,ANON_0EEE26C963,Low,59,0.5892210816125598
LN594270,ANON_55D5BF0AE9,Default,1,0.9972478549457664
LN594866,ANON_9CC567FF72,Low,12,0.11608902902343224
LN595064,ANON_10444F2221,Low,10,0.0878451509882079
LN595353,ANON_D2EE07FD37,Default,1,0.9972478549457664
LN595708,ANON_2B59D4E930,Low,54,0.5572448366299143
LN595789,ANON_403DC23101,Default,3,0.9921026897455488
LN596061,ANON_12720CF063,Low,40,0.4482288819192077
LN596207,ANON_72A4801851,Default,11,0.9752378190739214
LN596296,ANON_78CC12F8B6,Default,2,0.9946150174416826
LN596436,ANON_69DB48ED10,Default,1,0.9972478549457664
LN596524,ANON_2B1E11F970,Low,31,0.35981221129506036
LN596537,ANON_CF5AF61D90,Low,3,0.011273906495891599
LN596725,ANON_7117206D81,Default,1,0.9972478549457664
LN596845,ANON_D517D9FDFD,Low,1,0.0028890378348394
LN596994,ANON_1C350DFF7E,High,1,0.2224123182207014
LN597004,ANON_8463517239,Low,53,0.5504485073512786
LN597027,ANON_EDCFFC622C,Default,43,0.9327054611633632
LN597112,ANON_A627F51517,Default,14,0.9698945122522876
LN597617,ANON_8CB52E1233,Low,1,0.0028890378348394
LN597673,ANON_80E233103A,Low,17,0.1870458813973239
LN597960,ANON_39BE7238D7,Default,3,0.9921026897455488
LN598151,ANON_4C5927062F,Default,3,0.9921026897455488
LN598366,ANON_9EF63EED37,Low,2,0.006286475436421475
LN598558,ANON_01ABCE3C33,Medium,3,0.061530112323623994
LN598568,ANON_E32A5796D0,Low,39,0.43918511568806184
LN598571,ANON_87F578F804,Default,59,0.919902908883538
LN598597,ANON_F1813F6354,Default,3,0.9921026897455488
LN598733,ANON_B02220D43A,Low,3,0.011273906495891599
LN598987,ANON_0FD893872A,Default,3,0.9921026897455488
LN599233,ANON_1257181FD2,Medium,1,0.0009437919463087
LN599679,ANON_233F9A20B7,Default,3,0.9921026897455488
LN600281,ANON_29CA9E9728,Default,3,0.9921026897455488
LN600331,ANON_6E301B9DB5,Low,16,0.1730701986571827
LN600573,ANON_48BCE0AC28,Low,31,0.35981221129506036
LN600650,ANON_394EE68BEF,Default,60,0.9192331931093587
LN600656,ANON_CE2CC10478,Low,1,0.0028890378348394
LN601143,ANON_42DD0D3A96,Low,36,0.410921542526733
LN602017,ANON_FEE9ED0D5A,Default,1,0.9972478549457664
LN602243,ANON_7A561CB36C,Low,5,0.026814805757819263
LN602293,ANON_5178D4227A,Low,3,0.011273906495891599
LN602496,ANON_286961CF17,Low,1,0.0028890378348394
LN602957,ANON_464486FD28,Default,48,0.928247132684296
LN603106,ANON_CE71CCBCA4,Default,3,0.9921026897455488
LN603810,ANON_3021A84E80,Low,1,0.0028890378348394
LN604134,ANON_1572C4CC9C,Low,1,0.0028890378348394
LN604558,ANON_90BD537771,Default,3,0.9921026897455488
LN605257,ANON_878EF8EE8B,Low,12,0.11608902902343224
LN605333,ANON_91CDC96A1C,Low,25,0.29129690428562216
LN605434,ANON_80DF4B0DA5,Default,1,0.9972478549457664
LN605439,ANON_93C7FEEC3D,Low,16,0.1730701986571827
LN605595,ANON_6C22322CF6,Low,1,0.0028890378348394
LN605960,ANON_4E0B5C86D4,Low,28,0.3265761787587599
LN606229,ANON_EF6FDD0C46,High,55,0.8382248379153232
LN606390,ANON_B23F6A0ACA,Low,46,0.4987835796745933
LN606393,ANON_0DFA0FEF47,Low,57,0.5768208442155516
LN606997,ANON_74157754AB,Low,1,0.0028890378348394
LN607120,ANON_CB3F34CC9A,Low,13,0.13039470531307032
LN607250,ANON_2604F67ED8,Low,15,0.15894284476988715
LN607291,ANON_553EB28CC7,Low,37,0.4205352137617737
LN607420,ANON_A3EC8EF823,Low,3,0.011273906495891599
LN607420,ANON_EA1859BEF9,Low,13,0.13039470531307032
LN608068,ANON_01C0EB3E32,Default,1,0.9972478549457664
LN608238,ANON_4910336680,Low,22,0.25391277625406367
LN608251,ANON_F9EBA7AC27,Default,1,0.9972478549457664
LN608288,ANON_76070A005D,Default,55,0.9227227809660739
LN608490,ANON_76BB8B26D9,High,40,0.8208218862786989
LN608537,ANON_75131369E4,Low,53,0.5504485073512786
LN608844,ANON_8DF5002F99,Low,60,0.5952339009814149
LN608849,ANON_E3FF426C0F,Default,1,0.9972478549457664
LN608947,ANON_FD857096EA,Low,182,0.5952339009814149
LN609008,ANON_758952D780,Low,1,0.0028890378348394
LN609116,ANON_DD016FE84E,Low,52,0.5435120106040596
LN609378,ANON_CAAF8D4413,Low,41,0.4570901297023434
LN609537,ANON_08EDD3A24C,Low,1,0.0028890378348394
LN609950,ANON_6E3AEFF0E8,Medium,3,0.061530112323623994
LN610153,ANON_883D657978,Low,2,0.006286475436421475
LN610353,ANON_3512332FD6,Default,53,0.9242214574878675
LN610408,ANON_4FBBDDC032,Low,3,0.011273906495891599
LN611088,ANON_AB5EF56719,Low,60,0.5952339009814149
LN611686,ANON_E47261D986,Low,1,0.0028890378348394
LN611927,ANON_42C3C4FF29,Default,54,0.9234644704216147
LN612169,ANON_F370B9DCFF,Low,58,0.5830842484608539
LN612282,ANON_27651AAD57,Default,1,0.9972478549457664
LN612824,ANON_34E3391612,Low,3,0.011273906495891599
LN612878,ANON_F202FEEB4F,Medium,3,0.061530112323623994
LN612942,ANON_2996CDD174,Default,3,0.9921026897455488
LN612980,ANON_258535BD92,Low,3,0.011273906495891599
LN613249,ANON_478A38629D,Low,6,0.03703699384079466
LN613453,ANON_3FFF2AAAFC,Low,12,0.11608902902343224
LN613575,ANON_AE91CA08C6,Low,3,0.011273906495891599
LN613679,ANON_636580226F,Low,3,0.011273906495891599
LN613835,ANON_A7B776911A,Default,3,0.9921026897455488
LN614145,ANON_9CC00268CB,Default,33,0.9431114387141902
LN614187,ANON_C1A42671C7,Default,3,0.9921026897455488
LN614335,ANON_6E9035FA5F,Default,2,0.9946150174416826
LN614803,ANON_7A94D0B01B,Low,1,0.0028890378348394
LN615092,ANON_36AD1B24F8,Low,28,0.3265761787587599
LN615161,ANON_171F137247,Low,43,0.4742795392517041
LN615254,ANON_8AB3BFDCD0,Low,49,0.5218323346133623
LN615530,ANON_31DD44C1F8,Low,45,0.49078166871151935
LN615709,ANON_63C34B2AC5,Default,1,0.9972478549457664
LN615908,ANON_414A7FCFB2,Low,3,0.011273906495891599
LN615968,ANON_5E2402E7FC,Medium,44,0.5922280515960092
LN616432,ANON_2D2DA8F69F,Default,1,0.9972478549457664
LN616568,ANON_B0E47E730E,Default,1,0.9972478549457664
LN616728,ANON_682336A1F6,Low,1,0.0028890378348394
LN616856,ANON_721521F0D4,Low,54,0.5572448366299143
LN617084,ANON_4867113167,Default,60,0.9192331931093587
LN617434,ANON_0A79E9B6ED,Medium,2,0.02639003657589597
LN617718,ANON_5456012D84,Low,104,0.5952339009814149
LN617848,ANON_01DBD76E8F,Low,1,0.0028890378348394
LN617923,ANON_DD1646841E,Low,3,0.011273906495891599
LN617935,ANON_3F461AD7C5,Low,3,0.011273906495891599
LN617997,ANON_EAB1A7F22A,Low,45,0.49078166871151935
LN618211,ANON_D7F6E58688,Medium,8,0.22291040002663698
LN618386,ANON_655CA4C8E5,Low,12,0.11608902902343224
LN618392,ANON_CF7871D1D8,Default,1,0.9972478549457664
LN618817,ANON_8430045866,Default,60,0.9192331931093587
LN618895,ANON_AC56C48C92,Low,34,0.39109761055878345
LN619072,ANON_B12FA6F203,Default,1,0.9972478549457664
LN619180,ANON_1BBB57DC3F,Low,34,0.39109761055878345
LN619293,ANON_1A3AA2A6F5,Low,24,0.2790708723281113
LN619370,ANON_3CB0385D46,Low,24,0.2790708723281113
LN619425,ANON_4290C16B29,Low,38,0.42995514089392567
LN620037,ANON_00F62423B5,Low,3,0.011273906495891599
LN620526,ANON_2391E71A88,Default,60,0.9192331931093587
LN620845,ANON_26454D6C52,Low,3,0.011273906495891599
LN620850,ANON_65E8E0EDA7,Low,43,0.4742795392517041
LN620963,ANON_135FA14F5D,Low,3,0.011273906495891599
LN620974,ANON_92AB35859A,Low,60,0.5952339009814149
LN620989,ANON_C2ACD50F19,Medium,12,0.3026010809100447
LN621202,ANON_943E153DAD,Low,22,0.25391277625406367
LN621330,ANON_05ABCFDDC6,Low,13,0.13039470531307032
LN622049,ANON_CE0E335BAC,Low,3,0.011273906495891599
LN622084,ANON_BEC1806394,Low,3,0.011273906495891599
LN622183,ANON_938D9D16C9,Default,28,0.9491686206646659
LN622246,ANON_DBAEB2F78E,Low,3,0.011273906495891599
LN622600,ANON_3D2774BFA0,Medium,3,0.061530112323623994
LN622622,ANON_A5EF25580F,Default,1,0.9972478549457664
LN622766,ANON_C42DDF6AC1,Default,58,0.9205864376966835
LN622833,ANON_1011ADDB6F,Low,34,0.39109761055878345
LN622945,ANON_549BFBA534,Low,2,0.006286475436421475
LN623090,ANON_A6E563FE73,Medium,3,0.061530112323623994
LN623676,ANON_DCC99B3E23,Default,1,0.9972478549457664
LN623733,ANON_3EA762CDC9,Default,227,0.9192331931093587
LN623838,ANON_AC22714874,Low,10,0.0878451509882079
LN624783,ANON_8258AB9A72,Low,2,0.006286475436421475
LN625206,ANON_5965895D4C,Low,1,0.0028890378348394
LN625541,ANON_679DDEF3A6,Default,3,0.9921026897455488
LN625622,ANON_762FF964F2,Low,1,0.0028890378348394
LN625862,ANON_7FD4C9DDB9,Low,1,0.0028890378348394
LN626039,ANON_3AEF057E2C,Low,30,0.34895518610460524
LN626226,ANON_7B9FA36E8F,Low,1,0.0028890378348394
LN626376,ANON_079C0BD62D,Default,15,0.9681972961855233
LN626527,ANON_8BAE0008CF,Default,52,0.9249940577228253
LN626573,ANON_E3C34C794D,Medium,24,0.44292902103228143
LN626638,ANON_9393DFBC17,Low,1,0.0028890378348394
LN627091,ANON_FA968F0760,Low,177,0.5952339009814149
LN627519,ANON_CB4ABD9C17,Low,3,0.011273906495891599
LN627825,ANON_EDCEED5E9A,Default,6,0.98520191696147
LN628219,ANON_82716B5722,Low,30,0.34895518610460524
LN628603,ANON_BA6BF4D312,Default,1,0.9972478549457664
LN628690,ANON_F65B594612,Low,58,0.5830842484608539
LN628829,ANON_8BD8BB2F1B,Default,1,0.9972478549457664
LN628905,ANON_8517B59554,Default,7,0.9830782578096491
LN628942,ANON_ABBE0F77FE,Low,36,0.410921542526733
LN629063,ANON_BD7D4F531A,Low,57,0.5768208442155516
LN629234,ANON_183CA7648B,Low,34,0.39109761055878345
LN629399,ANON_39B88302BB,Default,1,0.9972478549457664
LN630040,ANON_960F4FD82F,Low,3,0.011273906495891599
LN630353,ANON_527A4A4B0A,Default,3,0.9921026897455488
LN630392,ANON_EDF3974E64,Low,54,0.5572448366299143
LN630582,ANON_2EBB79AA0F,Default,37,0.9386924566090227
LN631021,ANON_5BFE4411B2,Low,49,0.5218323346133623
LN631083,ANON_91033D2B8D,Low,1,0.0028890378348394
LN631178,ANON_FF77AAA407,Low,2,0.006286475436421475
LN631771,ANON_78CD2CD203,Medium,51,0.6314527586722665
LN631894,ANON_493BE02CF6,Low,3,0.011273906495891599
LN631918,ANON_A753A23DC9,Low,53,0.5504485073512786
LN632023,ANON_1EDF860EC4,Default,3,0.9921026897455488
LN632247,ANON_7EAD743928,Low,2,0.006286475436421475
LN632531,ANON_5EE4626E6C,High,60,0.8429350630308394
LN632591,ANON_C3F75F3B0D,Default,1,0.9972478549457664
LN632795,ANON_6B30690151,Default,35,0.9408568041527632
LN633036,ANON_97EABE563A,Default,1,0.9972478549457664
LN633039,ANON_76DEF0BF04,Low,3,0.011273906495891599
LN633056,ANON_B5D4F50D11,Low,60,0.5952339009814149
LN633116,ANON_894B7A9ED0,Low,1,0.0028890378348394
LN633489,ANON_B58CC364C7,Low,3,0.011273906495891599
LN633729,ANON_52028B900E,Low,3,0.011273906495891599
LN634235,ANON_92CC17B203,Low,31,0.35981221129506036
LN634254,ANON_24355F2A56,Default,2,0.9946150174416826
LN634662,ANON_126889B3BE,Low,33,0.3808796118216776
LN634861,ANON_29293F12A8,Low,54,0.5572448366299143
LN634862,ANON_54BE2DE7D5,Default,1,0.9972478549457664
LN635015,ANON_86CC4F8124,Low,1,0.0028890378348394
LN635068,ANON_150D17F727,Low,182,0.5952339009814149
LN635322,ANON_23320F9C8B,Default,18,0.9633288028218724
LN635391,ANON_586624CDF2,Default,16,0.9665383569492352
LN635666,ANON_25E19B3D91,Low,30,0.34895518610460524
LN635717,ANON_3DF6C458E8,Low,23,0.2666094319815929
LN635836,ANON_A0AD29C22E,Low,33,0.3808796118216776
LN635849,ANON_B9F76E020A,Low,1,0.0028890378348394
LN636094,ANON_2E85293DFB,Low,12,0.11608902902343224
LN636302,ANON_38CB575C0F,Low,10,0.0878451509882079
LN636526,ANON_786D38D97B,Low,1,0.0028890378348394
LN636837,ANON_C0ED75072C,Low,37,0.4205352137617737
LN636889,ANON_7B59B0080F,Low,46,0.4987835796745933
LN637027,ANON_04B29F9F31,Low,1,0.0028890378348394
LN637459,ANON_22C7ADF204,Low,233,0.5952339009814149
LN637510,ANON_5BF7650C7A,Default,57,0.9212840644563459
LN637581,ANON_35DEE22BF7,High,36,0.8151887519173966
LN637623,ANON_57412669F2,Low,6,0.03703699384079466
LN637800,ANON_D03BD2944D,Default,57,0.9212840644563459
LN638008,ANON_EBCA736F6A,Default,1,0.9972478549457664
LN638013,ANON_1D90F68716,Default,1,0.9972478549457664
LN638277,ANON_6E379434E9,Low,33,0.3808796118216776
LN638584,ANON_CF6AA8FBDD,Low,39,0.43918511568806184
LN638656,ANON_99D729A720,Low,45,0.49078166871151935
LN638858,ANON_245049371B,Low,12,0.11608902902343224
LN639141,ANON_DA1798AE6C,High,2,0.3736214703754679
LN639944,ANON_B3A20742BF,Low,4,0.018145183579736924
LN639947,ANON_0783E5E057,Low,1,0.0028890378348394
LN640142,ANON_DC51B2DB1D,Low,32,0.3704524264635173
LN640437,ANON_074789F928,Low,29,0.3378776778620316
LN640458,ANON_EE99C4A1ED,Low,48,0.5143056888728583
LN640990,ANON_B5C402E4B8,Default,37,0.9386924566090227
LN641105,ANON_1A547616C3,Medium,3,0.061530112323623994
LN641213,ANON_541EB0C1BE,Default,3,0.9921026897455488
LN641634,ANON_ECE8E7730E,High,239,0.8429350630308394
LN642069,ANON_0C14FC4BAD,Low,1,0.0028890378348394
LN642242,ANON_2138EEFACA,Low,1,0.0028890378348394
LN642600,ANON_FFAA68B33B,Low,48,0.5143056888728583
